web_scraper_order,name_0,Character_Nickname_0,Game_Appeared_In_0,Position_0,Element_0,Kick_Lv50_0,Control_Lv50_0,Intelligence_Lv50_0,Technique_Lv50_0,Pressure_Lv50_0,Physical_Lv50_0,Agility_Lv50_0,Gender_0,Character_Role_0,image_0
"1770567254-128","Ezrail Corbell","Ezrail","Inazuma Eleven: Victory Road","MF","Wind","100","109","97","105","87","88","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/y/y/yy5g7mcrdfm.png"
"1770567256-129","Gildred Gainstead","Gainstead","Inazuma Eleven: Victory Road","DF","Forest","86","88","111","91","97","102","88","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/s/d/sdazor3j2_8.png"
"1770567258-130","Jewelyn Plunkett","Jewelyn","Inazuma Eleven: Victory Road","DF","Forest","86","88","111","91","97","102","88","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/8/o/8ouoiexuwoe.png"
"1770567260-131","Krome Tallic","Tallic","Inazuma Eleven: Victory Road","MF","Mountain","100","109","97","105","87","88","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/b/l/bljto9lch9m.png"
"1770567263-132","Memo Rize","Memo","Inazuma Eleven: Victory Road","MF","Forest","100","109","97","105","87","88","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/x/d/xdbry4vh37s.png"
"1770567265-133","Nance Meridian","Meridian","Inazuma Eleven: Victory Road","DF","Mountain","86","88","111","91","97","102","88","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/a/r/arwk1hz9aie.png"
"1770567267-134","Fiona Leroux","Leroux","Inazuma Eleven: Victory Road","MF","Forest","100","109","97","105","87","88","81","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/g/e/get_mag1vo0.png"
"1770567270-135","Tito De Core","De Core","Inazuma Eleven: Victory Road","FW","Fire","111","108","96","98","87","85","80","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/r/s/rsiellgpcbc.png"
"1770567272-136","Trace Combe","Combe","Inazuma Eleven: Victory Road","DF","Forest","86","88","111","91","97","102","88","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/t/n/tnlcl8yjhdc.png"
"1770567274-137","Adal Miramond","Miramond","Inazuma Eleven: Victory Road","MF","Wind","100","109","97","105","87","88","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/i/l/ilujiduzqu0.png"
"1770567276-138","Uriah Goldfield","Goldfield","Inazuma Eleven: Victory Road","FW","Forest","111","108","96","98","87","85","80","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/w/d/wdudahwsrdu.png"
"1770567279-139","Cora Inkton","Inkton","Inazuma Eleven: Victory Road","DF","Mountain","86","88","111","91","97","102","88","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/y/1/y1hwuoazui8.png"
"1770567281-140","Veronica Camry","Camry","Inazuma Eleven: Victory Road","MF","Fire","100","109","97","105","87","88","81","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/p/d/pdq3dx8j57u.png"
"1770567283-141","Aldus Ogden","Ogden","Inazuma Eleven: Victory Road","GK","Forest","84","92","92","86","97","101","104","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/c/k/ck3wbehrfoe.png"
"1770567285-142","Verica Nyman","Verica","Inazuma Eleven: Victory Road","MF","Fire","100","109","97","105","87","88","81","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/v/h/vh21_wm-gck.png"
"1770567288-143","Bang Revell","Revell","Inazuma Eleven: Victory Road","FW","Wind","111","108","96","98","87","85","80","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/z/z/zzlxi6hmc6s.png"
"1770567290-144","Hop Sadler","Sadler","Inazuma Eleven: Victory Road","DF","Forest","86","88","111","91","97","102","88","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/3/x/3x-847ofjwm.png"
"1770567292-145","Cleara Sounds","Cleara","Inazuma Eleven: Victory Road","MF","Fire","100","109","97","105","87","88","81","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/g/z/gzpdveo_olk.png"
"1770567295-146","Minna Smallwood","Minna","Inazuma Eleven: Victory Road","MF","Mountain","100","109","97","105","87","88","81","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/y/z/yzwfkjrdpam.png"
"1770567297-147","Raya Sixstring","Raya","Inazuma Eleven: Victory Road","DF","Wind","86","88","111","91","97","102","88","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/d/b/dbbkj2nnepk.png"
"1770567299-148","Marius Harlow","Harlow","Inazuma Eleven: Victory Road","GK","Forest","84","92","92","86","97","101","104","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/j/0/j0irar4vxju.png"
"1770567301-149","Liron Suesskind","Liron","Inazuma Eleven: Victory Road","DF","Wind","86","88","111","91","97","102","88","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/s/c/sctw3uevc68.png"
"1770567304-150","Trebor Donders","Donders","Inazuma Eleven: Victory Road","MF","Fire","100","109","97","105","87","88","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/q/9/q9usznm5z88.png"
"1770567306-151","Thompson Hummings","Hummings","Inazuma Eleven: Victory Road","FW","Forest","111","108","96","98","87","85","80","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/h/v/hvln0yqd0pu.png"
"1770567308-152","Blossom Laine","Blossom","Inazuma Eleven: Victory Road","MF","Fire","100","109","97","105","87","88","81","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/b/6/b6g4nvflbvk.png"
"1770567311-153","Sadley Lonsom","Lonsom","Inazuma Eleven: Victory Road","FW","Wind","111","108","96","98","87","85","80","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/t/v/tvga28imodc.png"
"1770567313-154","Rockson Grohl","Grohl","Inazuma Eleven: Victory Road","DF","Mountain","86","88","111","91","97","102","88","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/e/j/ejhuspaenxm.png"
"1770567315-155","Hexine Cantation","Hexine","Inazuma Eleven: Victory Road","DF","Wind","86","88","111","91","97","102","88","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/y/j/yjaavxcmzym.png"
"1770567317-156","Aretha Rumbell","Rumbell","Inazuma Eleven: Victory Road","DF","Mountain","86","88","111","91","97","102","88","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/4/m/4m518k3eg48.png"
"1770567320-157","Rondo Harmond","Harmond","Inazuma Eleven: Victory Road","GK","Forest","84","92","92","86","97","101","104","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/j/o/joiur1r-rlu.png"
"1770567322-158","Selena Sopralis","Sopralis","Inazuma Eleven: Victory Road","DF","Fire","86","88","111","91","97","102","88","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/n/m/nmtzl0y3kn0.png"
"1770567324-159","Millicent Vociere","Milli","Inazuma Eleven: Victory Road","MF","Mountain","100","109","97","105","87","88","81","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/w/o/woi4ml-nnuc.png"
"1770567326-160","Allegra Langton","Langton","Inazuma Eleven: Victory Road","DF","Fire","86","88","111","91","97","102","88","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/i/k/ikdgxg9var0.png"
"1770567329-161","Sonata Cherub","Sonata","Inazuma Eleven: Victory Road","FW","Mountain","111","108","96","98","87","85","80","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/t/m/tmsb65bvtyc.png"
"1770567331-162","Monica Kinbird","Monica","Inazuma Eleven: Victory Road","MF","Forest","100","109","97","105","87","88","81","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/z/j/zjp0pkudy4s.png"
"1770567333-163","Renee Sirensong","Sirensong","Inazuma Eleven: Victory Road","FW","Mountain","111","108","96","98","87","85","80","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/c/l/cl-vebin1le.png"
"1770567336-164","Vincent Melodin","Melodin","Inazuma Eleven: Victory Road","MF","Forest","100","109","97","105","87","88","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/a/q/aq5jqcalwne.png"
"1770567338-165","Regis Tunesmith","Tunesmith","Inazuma Eleven: Victory Road","MF","Forest","100","109","97","105","87","88","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/x/c/xcioh98xd-s.png"
"1770567342-166","Ezekiel Gravendirge","Gravendirge","Inazuma Eleven: Victory Road","DF","Wind","86","88","111","91","97","102","88","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/r/t/rtrdugj5oec.png"
"1770567345-167","Francesca Fintootle","Francesca","Inazuma Eleven: Victory Road","DF","Fire","86","88","111","91","97","102","88","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/z/z/zzdpx5fhk5s.png"
"1770567347-168","Jaslyn Warbleton","Warbleton","Inazuma Eleven: Victory Road","DF","Wind","86","88","111","91","97","102","88","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/o/x/oxsu6g5bjke.png"
"1770567349-169","Liselotte Heartsway","Liselotte","Inazuma Eleven: Victory Road","MF","Forest","100","109","97","105","87","88","81","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/i/e/iepbpbmt8q0.png"
"1770567352-170","Donovan Brasswagon","Brasswagon","Inazuma Eleven: Victory Road","FW","Wind","111","108","96","98","87","85","80","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/5/2/52-6ekqprzc.png"
"1770567354-171","Dizzy Fumbleton","Dizzy","Inazuma Eleven: Victory Road","GK","Mountain","84","92","92","86","97","101","104","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/x/e/xel3eljgw18.png"
"1770567356-172","Marjorie Piperplume","Marjorie","Inazuma Eleven: Victory Road","DF","Forest","86","88","111","91","97","102","88","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/m/2/m2uwzafadgu.png"
"1770567358-173","Henrietta Kettingham","Kettingham","Inazuma Eleven: Victory Road","MF","Wind","100","109","97","105","87","88","81","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/s/c/scrocxg4658.png"
"1770567361-174","Brianna Summing","Summing","Inazuma Eleven: Victory Road","MF","Mountain","100","109","97","105","87","88","81","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/j/0/j0avvogcxku.png"
"1770567363-175","Penelope Mozartin","Penelope","Inazuma Eleven: Victory Road","DF","Mountain","86","88","111","91","97","102","88","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/d/b/db5a81vkiqk.png"
"1770567365-176","Cornelia Hoopett","Cornelia","Inazuma Eleven: Victory Road","MF","Mountain","100","109","97","105","87","88","81","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/y/z/yzi7rkzwpzm.png"
"1770567368-177","Brooke Reedman","Reedman","Inazuma Eleven: Victory Road","DF","Wind","86","88","111","91","97","102","88","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/w/s/wspn_thckfm.png"
"1770567370-178","Claudette Clackenoff","Claudette","Inazuma Eleven: Victory Road","FW","Fire","111","108","96","98","87","85","80","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/b/6/b6-gsshmnsk.png"
"1770567372-179","Louise Basson","Louise","Inazuma Eleven: Victory Road","GK","Forest","84","92","92","86","97","101","104","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/h/v/hvdzbxyusmu.png"
"1770567374-180","Kellan Beatley","Beatley","Inazuma Eleven: Victory Road","MF","Forest","100","109","97","105","87","88","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/v/o/vobgylwklbc.png"
"1770567377-181","Flaurine Woodwind","Flaurine","Inazuma Eleven: Victory Road","FW","Mountain","111","108","96","98","87","85","80","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/-/m/-mkhbs1m4r8.png"
"1770567379-182","Ouijane Boarden","Ouijane","Inazuma Eleven: Victory Road","DF","Fire","86","88","111","91","97","102","88","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/2/h/2h5zavto03s.png"
"1770567381-183","Hazel Woodrow","Hazel","Inazuma Eleven: Victory Road","GK","Mountain","84","92","92","86","97","101","104","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/c/l/clgrxyqktie.png"
"1770567383-184","Ferdy Fenwick","Fenwick","Inazuma Eleven: Victory Road","MF","Wind","100","109","97","105","87","88","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/z/j/zj3kcn2w-7s.png"
"1770567386-185","Sylas Saxton","Sylas","Inazuma Eleven: Victory Road","DF","Wind","86","88","111","91","97","102","88","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/t/m/tmu_p6d4lbc.png"
"1770567388-186","Morrigan Shutterly","Shutterly","Inazuma Eleven: Victory Road","DF","Mountain","86","88","111","91","97","102","88","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/i/k/ikleiflcmo0.png"
"1770567390-187","Murray Hollowpot","Hollowpot","Inazuma Eleven: Victory Road","MF","Forest","100","109","97","105","87","88","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/g/f/gficmc3uju0.png"
"1770567393-188","Eviden Tracer","Tracer","Inazuma Eleven: Victory Road","MF","Wind","100","109","97","105","87","88","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/r/t/rttjhjruodc.png"
"1770567395-189","Fuyo Catcher","Fuyo","Inazuma Eleven: Victory Road","MF","Mountain","100","109","97","105","87","88","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/x/c/xcwwy-kc79s.png"
"1770567397-190","Gemma Coombs","Gemma","Inazuma Eleven: Victory Road","DF","Fire","86","88","111","91","97","102","88","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/x/c/xcb6otdf9uk.png"
"1770567399-191","Izekiel Truth","Truth","Inazuma Eleven: Victory Road","MF","Forest","100","109","97","105","87","88","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/p/o/povastt2viu.png"
"1770567402-192","Timmit Bower","Bower","Inazuma Eleven: Victory Road","DF","Forest","86","88","111","91","97","102","88","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/a/o/aovu2vxocss.png"
"1770567404-193","Focas Quayle","Quayle","Inazuma Eleven: Victory Road","MF","Wind","100","109","97","105","87","88","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/g/h/gh2bliigpmc.png"
"1770567406-194","Lior Morrissey","Morrissey","Inazuma Eleven: Victory Road","FW","Fire","111","108","96","98","87","85","80","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/r/v/rvh6i3eae_0.png"
"1770567409-195","Richter Poole","Poole","Inazuma Eleven: Victory Road","DF","Forest","86","88","111","91","97","102","88","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/_/h/_hc3s2ntltu.png"
"1770567411-196","Gentino Sorella","Sorella","Inazuma Eleven: Victory Road","MF","Forest","100","109","97","105","87","88","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/o/v/ovtw_jrpig8.png"
"1770567413-197","Ivo Woodward","Woodward","Inazuma Eleven: Victory Road","DF","Mountain","86","88","111","91","97","102","88","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/6/f/6fsooeolvfu.png"
"1770567415-198","Credence Throwe","Throwe","Inazuma Eleven: Victory Road","DF","Forest","86","88","111","91","97","102","88","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/l/t/ltjvj7oxcs8.png"
"1770567418-199","Cleon Balogh","Balogh","Inazuma Eleven: Victory Road","MF","Forest","100","109","97","105","87","88","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/r/c/rcaawm753mm.png"
"1770567420-200","Divar Deepwell","Divar","Inazuma Eleven: Victory Road","MF","Mountain","100","109","97","105","87","88","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/a/q/aqx7dzdda_k.png"
"1770567422-201","Akela Portner","Portner","Inazuma Eleven: Victory Road","GK","Wind","84","92","92","86","97","101","104","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/y/l/yl2nzapvf5k.png"
"1770567424-202","Davey Lockers","Lockers","Inazuma Eleven: Victory Road","FW","Fire","111","108","96","98","87","85","80","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/p/j/pjhge_pvykm.png"
"1770567427-203","Avan Floane","Floane","Inazuma Eleven: Victory Road","MF","Forest","100","109","97","105","87","88","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/j/m/jmkznicdhq8.png"
"1770567429-204","Ballmer Netting","Netting","Inazuma Eleven: Victory Road","FW","Mountain","111","108","96","98","87","85","80","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/-/j/-jtsmhj4tie.png"
"1770567431-205","Rafton Calmers","Calmers","Inazuma Eleven: Victory Road","FW","Fire","111","108","96","98","87","85","80","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/n/v/nvscc0baqku.png"
"1770567434-206","Cheery Allende","Cheery","Inazuma Eleven: Victory Road","DF","Forest","86","88","111","91","97","102","88","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/w/q/wqb-wh0sa9k.png"
"1770567436-207","Yarden Forsman","Forsman","Inazuma Eleven: Victory Road","FW","Fire","111","108","96","98","87","85","80","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/b/4/b4qf74sotom.png"
"1770567438-208","Amita Rudd","Rudd","Inazuma Eleven: Victory Road","DF","Wind","86","88","111","91","97","102","88","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/v/q/vqxsh5bhmis.png"
"1770567440-209","Papilla Revert","Papilla","Inazuma Eleven: Victory Road","MF","Fire","100","109","97","105","87","88","81","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/e/4/e4azmg9bhre.png"
"1770567443-210","Castor Fatica","Fatica","Inazuma Eleven: Victory Road","DF","Mountain","86","88","111","91","97","102","88","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/q/s/qs_r9l-5gus.png"
"1770567445-211","Calem Backstrom","Backstrom","Inazuma Eleven: Victory Road","DF","Forest","86","88","111","91","97","102","88","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/b/6/b6okq0ydrde.png"
"1770567447-212","Wale Gambon","Gambon","Inazuma Eleven: Victory Road","DF","Mountain","86","88","111","91","97","102","88","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/7/v/7vt_dptle90.png"
"1770567449-213","Kipper Marino","Marino","Inazuma Eleven: Victory Road","MF","Wind","100","109","97","105","87","88","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/k/9/k9ceuwlxzoc.png"
"1770567452-214","Medwin Silvers","Silvers","Inazuma Eleven: Victory Road","GK","Mountain","84","92","92","86","97","101","104","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/i/c/icbcapzd2ic.png"
"1770567454-215","Rockin Sunshaide","Sunshaide","Inazuma Eleven: Victory Road","MF","Fire","100","109","97","105","87","88","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/5/0/50qjtw_nb70.png"
"1770567459-216","Galina Chilvers","Chilvers","Inazuma Eleven: Victory Road","MF","Mountain","100","109","97","105","87","88","81","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/z/b/zbjw-tkvube.png"
"1770567461-217","Alonzo Readdie","Readdie","Inazuma Eleven: Victory Road","FW","Forest","111","108","96","98","87","85","80","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/e/m/emwn1awwmo0.png"
"1770567463-218","Finley Brooks","Brooks","Inazuma Eleven: Victory Road","FW","Wind","111","108","96","98","87","85","80","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/8/h/8hj9vlng9x8.png"
